u,g,r,i,z,redshift,object_class
20.90454,20.6259,20.55048,20.31016,20.36315,1.61503,QSO
26.25829,24.63111,22.49726,20.89023,19.88725,-0.000231808,STAR
21.28095,20.62877,20.44321,20.13548,19.97168,2.25989,QSO
24.74934,22.08764,20.74305,20.69714,20.60791,3.723161,QSO
19.63174,16.91095,15.53685,14.88952,14.31308,-9.563937e-05,STAR
20.37779,17.58661,16.19531,15.53096,15.49112,4.921918e-05,STAR
24.95454,21.75231,20.11687,19.24445,18.71873,0.4913034,GALAXY
26.95207,22.24406,20.75898,19.80232,19.12017,-8.470976e-05,STAR
21.56364,21.55945,21.80519,21.5352,21.17638,1.921621,QSO
21.52052,21.04002,20.97033,20.89959,20.60336,2.244627,QSO
23.72763,20.90068,19.21999,18.31997,17.79711,0.4997802,GALAXY
18.23172,17.28213,16.9667,16.84638,16.80779,-0.0007965188,STAR
21.47564,20.98499,20.94196,20.65651,20.3816,2.344754,QSO
18.80411,18.07604,17.28957,16.84379,16.61125,0.1472392,QSO
23.51134,20.95613,19.46599,20.34817,17.93909,-0.0004820206,STAR
21.31534,19.10695,17.75501,16.69159,16.11653,0.000106711,STAR
20.14964,18.22488,17.12543,16.66513,16.30293,0.1469133,GALAXY
22.61275,21.88269,22.02808,21.97415,22.11001,1.52902,QSO
19.74903,17.83185,16.77361,16.30286,15.94862,0.1322889,GALAXY
21.02365,19.32669,18.72636,18.47699,18.29524,-0.000172774,STAR
21.18571,20.88366,20.833,20.52462,20.33967,1.906888,QSO
22.21314,21.7397,21.74856,21.40139,22.19882,1.921671,QSO
24.27057,23.81297,22.55536,21.64221,21.00736,0.9278588,GALAXY
19.16432,17.87799,17.16705,16.7358,16.491,0.06940851,GALAXY
22.2526,20.21935,19.24736,18.89426,18.78228,-0.000205061,STAR
19.58488,18.45058,17.84497,17.44263,17.27309,0.1285974,GALAXY
20.38869,20.20947,20.19227,20.11466,20.20553,1.462123,QSO
21.98806,20.57777,19.4289,19.02957,18.65902,0.1440398,GALAXY
19.68883,19.28091,19.27001,19.03915,19.09422,0.5265539,QSO
23.13703,22.08682,22.15427,22.00275,22.04319,1.253499,QSO
22.21123,21.44862,20.20465,19.32096,18.82391,0.555793,GALAXY
21.04206,20.80386,20.62657,20.62922,20.20874,1.132233,QSO
20.67691,19.08502,18.45695,18.26004,18.15194,3.156442e-05,STAR
23.0551,20.96328,19.43383,18.03277,17.23595,0.000141332,STAR
24.17676,22.35528,20.57665,19.72052,19.19393,0.4431054,GALAXY
19.94795,19.68142,19.40592,19.46206,19.37305,1.063143,QSO
25.09248,22.73439,21.90858,21.60358,21.90256,0.7907876,QSO
19.3055,18.49273,18.22148,18.13363,18.13191,0.000368831,STAR
23.44274,22.49367,22.85216,22.00905,22.19599,0.8615329,GALAXY
18.51182,17.48932,17.05248,16.87783,16.8236,-0.0007627645,STAR
20.30863,20.01532,19.5934,19.63111,19.62528,1.299122,QSO
21.5205,21.21811,20.84232,20.72837,20.78547,1.090418,QSO
21.8156,21.56729,20.96222,20.75404,20.95162,0.0001231156,STAR
24.13392,21.64503,20.47441,20.19616,19.80176,0.3369593,GALAXY
17.94201,16.96933,16.65665,16.53156,16.51661,0.0001186151,STAR
20.03714,18.30558,17.34013,16.90932,16.57494,0.1646207,GALAXY
21.91626,21.45278,21.32646,21.06954,20.49829,1.835833,QSO
22.7235,23.64286,22.31473,21.52335,21.86568,0.7799585,GALAXY
26.21071,26.16585,21.47822,20.19256,19.4092,0.6750459,GALAXY
19.8758,17.61921,16.66921,16.27183,16.02268,-0.0001900639,STAR
21.44327,21.34971,20.83945,20.84286,21.33934,1.330037,QSO
22.47593,21.32304,21.21653,21.22729,21.16964,-0.0006092692,STAR
21.93956,21.14196,21.06959,21.08801,20.59951,2.5007,QSO
22.61924,21.72199,21.60336,21.72708,20.96541,2.413403,QSO
22.36479,21.53827,21.13557,21.24296,20.72701,0.710062,QSO
22.31679,21.50116,21.23341,21.25444,20.86177,2.5593,QSO
18.8128,17.6903,17.21429,17.01652,16.94597,-0.0004560413,STAR
21.62769,21.16512,20.75437,20.7049,20.9584,1.185995,QSO
